cnpj,input_company,setor,subsetor,segmento,cnae_primario,cnae_descricao,cnae_secundarios,source,confidence,cnae_secundarios_norm,cnae_secundarios_descricao,cnae_secundarios_pairs,cnae7,setor_progest,subsetor_progest,segmento_progest
09053134000145,ELFA MEDICAMENTOS S.A.,G — COMÉRCIO; REPARAÇÃO DE VEÍCULOS,Divisão 46,Classe 4644,4644301,Comércio atacadista de medicamentos e drogas de uso humano,"3312103,3513100,4618401,4618402,4637199,4639701,4645101,4645102,4645103,4646001,4646002,4649408,4664800,4684299,4686902,4693100,4789099,5211701,5211799,5250804,5250805,6201501,7490104,7739002,8211300",RFB_estab,0.9,3312103 | 3513100 | 4618401 | 4618402 | 4637199 | 4639701 | 4645101 | 4645102 | 4645103 | 4646001 | 4646002 | 4649408 | 4664800 | 4684299 | 4686902 | 4693100 | 4789099 | 5211701 | 5211799 | 5250804 | 5250805 | 6201501 | 7490104 | 7739002 | 8211300,"Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação | Comércio atacadista de energia elétrica | Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria | Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares | Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente | Comércio atacadista de produtos alimentícios em geral | Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios | Comércio atacadista de próteses e artigos de ortopedia | Comércio atacadista de produtos odontológicos | Comércio atacadista de cosméticos e produtos de perfumaria | Comércio atacadista de produtos de higiene pessoal | Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar | Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças | Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente | Comércio atacadista de embalagens | Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários | Comércio varejista de outros produtos não especificados anteriormente | Armazéns gerais - emissão de warrant | Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis | Organização logística do transporte de carga | Operador de transporte multimodal - OTM | Desenvolvimento de programas de computador sob encomenda | Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários | Aluguel de equipamentos científicos, médicos e hospitalares, sem operador | Serviços combinados de escritório e apoio administrativo","3312103 — Manutenção e reparação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação | 3513100 — Comércio atacadista de energia elétrica | 4618401 — Representantes comerciais e agentes do comércio de medicamentos, cosméticos e produtos de perfumaria | 4618402 — Representantes comerciais e agentes do comércio de instrumentos e materiais odonto-médico-hospitalares | 4637199 — Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente | 4639701 — Comércio atacadista de produtos alimentícios em geral | 4645101 — Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios | 4645102 — Comércio atacadista de próteses e artigos de ortopedia | 4645103 — Comércio atacadista de produtos odontológicos | 4646001 — Comércio atacadista de cosméticos e produtos de perfumaria | 4646002 — Comércio atacadista de produtos de higiene pessoal | 4649408 — Comércio atacadista de produtos de higiene, limpeza e conservação domiciliar | 4664800 — Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças | 4684299 — Comércio atacadista de outros produtos químicos e petroquímicos não especificados anteriormente | 4686902 — Comércio atacadista de embalagens | 4693100 — Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários | 4789099 — Comércio varejista de outros produtos não especificados anteriormente | 5211701 — Armazéns gerais - emissão de warrant | 5211799 — Depósitos de mercadorias para terceiros, exceto armazéns gerais e guarda-móveis | 5250804 — Organização logística do transporte de carga | 5250805 — Operador de transporte multimodal - OTM | 6201501 — Desenvolvimento de programas de computador sob encomenda | 7490104 — Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários | 7739002 — Aluguel de equipamentos científicos, médicos e hospitalares, sem operador | 8211300 — Serviços combinados de escritório e apoio administrativo",4644301,Comércio,Comércio,Atividade Principal
09054385000144,INBRANDS S.A.,G — COMÉRCIO; REPARAÇÃO DE VEÍCULOS,Divisão 47,Classe 4781,4781400,Comércio varejista de artigos do vestuário e acessórios,"1411801,1412601,1414200,4642701,5611203,6810202,7020400,7740300,8211300",RFB_estab,0.9,1411801 | 1412601 | 1414200 | 4642701 | 5611203 | 6810202 | 7020400 | 7740300 | 8211300,"Confecção de roupas íntimas | Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida | Fabricação de acessórios do vestuário, exceto para segurança e proteção | Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança | Lanchonetes, casas de chá, de sucos e similares | Aluguel de imóveis próprios | Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica | Gestão de ativos intangíveis não financeiros | Serviços combinados de escritório e apoio administrativo","1411801 — Confecção de roupas íntimas | 1412601 — Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida | 1414200 — Fabricação de acessórios do vestuário, exceto para segurança e proteção | 4642701 — Comércio atacadista de artigos do vestuário e acessórios, exceto profissionais e de segurança | 5611203 — Lanchonetes, casas de chá, de sucos e similares | 6810202 — Aluguel de imóveis próprios | 7020400 — Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica | 7740300 — Gestão de ativos intangíveis não financeiros | 8211300 — Serviços combinados de escritório e apoio administrativo",4781400,Comércio,Comércio,Atividade Principal
09083175000184,MOSAICO TECNOLOGIA AO CONSUMIDOR S.A.,J — INFORMAÇÃO E COMUNICAÇÃO,Divisão 63,Classe 6319,6319400,"Portais, provedores de conteúdo e outros serviços de informação na Internet","6202300,7490104",RFB_estab,0.9,6202300 | 7490104,"Desenvolvimento e licenciamento de programas de computador customizáveis | Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários","6202300 — Desenvolvimento e licenciamento de programas de computador customizáveis | 7490104 — Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",6319400,"Tecnologia, Mídia & Telecom",Software & Serviços Digitais,Software/Plataformas
09112685000132,OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL,"K — ATIVIDADES FINANCEIRAS, SEGUROS E SERVIÇOS REL.",Divisão 64,Classe 6463,6463800,"Outras sociedades de participação, exceto holdings",,RFB_estab,0.9,,,,6463800,Serviços Financeiros,Serviços Financeiros Diversos,Outros Serviços Financeiros
09114805000130,OCEANPACT SERVIÇOS MARITIMOS S.A.,"H — TRANSPORTE, ARMAZENAGEM E CORREIO",Divisão 50,Classe 5030,5030101,Navegação de apoio marítimo,"0910600,3314714,3900500,5030102,7112000,7420002,7490199,7719501,7739001,8599604",RFB_estab,0.9,0910600 | 3314714 | 3900500 | 5030102 | 7112000 | 7420002 | 7490199 | 7719501 | 7739001 | 8599604,"Atividades de apoio à extração de petróleo e gás natural | Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo | Descontaminação e outros serviços de gestão de resíduos | Navegação de apoio portuário | Serviços de engenharia | Atividades de produção de fotografias aéreas e submarinas | Outras atividades profissionais, científicas e técnicas não especificadas anteriormente | Locação de embarcações sem tripulação, exceto para fins
recreativos | Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador | Treinamento em desenvolvimento profissional e gerencial","0910600 — Atividades de apoio à extração de petróleo e gás natural | 3314714 — Manutenção e reparação de máquinas e equipamentos para a prospecção e extração de petróleo | 3900500 — Descontaminação e outros serviços de gestão de resíduos | 5030102 — Navegação de apoio portuário | 7112000 — Serviços de engenharia | 7420002 — Atividades de produção de fotografias aéreas e submarinas | 7490199 — Outras atividades profissionais, científicas e técnicas não especificadas anteriormente | 7719501 — Locação de embarcações sem tripulação, exceto para fins
recreativos | 7739001 — Aluguel de máquinas e equipamentos para extração de minérios e petróleo, sem operador | 8599604 — Treinamento em desenvolvimento profissional e gerencial",5030101,Logística & Transporte,Logística,Atividade Principal
09146451000106,KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.,F — CONSTRUÇÃO,Divisão 41,Classe 4110,4110700,Incorporação de empreendimentos imobiliários,"4120400,6462000,6810201",RFB_estab,0.9,4120400 | 6462000 | 6810201,Construção de edifícios | Holdings de instituições não financeiras | Compra e venda de imóveis próprios,4120400 — Construção de edifícios | 6462000 — Holdings de instituições não financeiras | 6810201 — Compra e venda de imóveis próprios,4110700,Construção & Engenharia,Construção & Engenharia,Atividade Principal
09149503000106,OMEGA ENERGIA RENOVÁVEL S/A,"K — ATIVIDADES FINANCEIRAS, SEGUROS E SERVIÇOS REL.",Divisão 64,Classe 6463,6463800,"Outras sociedades de participação, exceto holdings","3511501,3511502,3513100,7020400,7739099",RFB_estab,0.9,3511501 | 3511502 | 3513100 | 7020400 | 7739099,"Geração de energia elétrica | Atividades de coordenação e controle da operação da geração e transmissão de energia elétrica | Comércio atacadista de energia elétrica | Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica | Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador","3511501 — Geração de energia elétrica | 3511502 — Atividades de coordenação e controle da operação da geração e transmissão de energia elétrica | 3513100 — Comércio atacadista de energia elétrica | 7020400 — Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica | 7739099 — Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",6463800,Serviços Financeiros,Serviços Financeiros Diversos,Outros Serviços Financeiros
09191251000175,MONTICIANO PARTICIPAÇÕES S/A,"K — ATIVIDADES FINANCEIRAS, SEGUROS E SERVIÇOS REL.",Divisão 64,Classe 6462,6462000,Holdings de instituições não financeiras,,RFB_estab,0.9,,,,6462000,Serviços Financeiros,Holdings & Conglomerados,Holding Financeira
09229201000130,GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.,"K — ATIVIDADES FINANCEIRAS, SEGUROS E SERVIÇOS REL.",Divisão 64,Classe 6462,6462000,Holdings de instituições não financeiras,,RFB_estab,0.9,,,,6462000,Serviços Financeiros,Holdings & Conglomerados,Holding Financeira
09267996000170,YUNY INCORPORADORA HOLDING S.A.,F — CONSTRUÇÃO,Divisão 41,Classe 4110,4110700,Incorporação de empreendimentos imobiliários,6810201,RFB_estab,0.9,6810201,Compra e venda de imóveis próprios,6810201 — Compra e venda de imóveis próprios,4110700,Construção & Engenharia,Construção & Engenharia,Atividade Principal
09288252000132,ANIMA HOLDING S.A.,"M — ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",Divisão 70,Classe 7020,7020400,"Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica","6209100,8220200,6201501,6204000,8532500,6810202,6463800",RFB_estab,0.9,6209100 | 8220200 | 6201501 | 6204000 | 8532500 | 6810202 | 6463800,"Suporte técnico, manutenção e outros serviços em tecnologia da informação | Atividades de teleatendimento | Desenvolvimento de programas de computador sob encomenda | Consultoria em tecnologia da informação | Educação superior - graduação e pós-graduação | Aluguel de imóveis próprios | Outras sociedades de participação, exceto holdings","6209100 — Suporte técnico, manutenção e outros serviços em tecnologia da informação | 8220200 — Atividades de teleatendimento | 6201501 — Desenvolvimento de programas de computador sob encomenda | 6204000 — Consultoria em tecnologia da informação | 8532500 — Educação superior - graduação e pós-graduação | 6810202 — Aluguel de imóveis próprios | 6463800 — Outras sociedades de participação, exceto holdings",7020400,Serviços Profissionais,Serviços Profissionais,Atividade Principal
09295063000197,TECHNOS S.A.,,,,,,,UNKNOWN,0.2,,,,0000000,,,Atividade Principal
09305994000129,AZUL S.A.,"K — ATIVIDADES FINANCEIRAS, SEGUROS E SERVIÇOS REL.",Divisão 64,Classe 6462,6462000,Holdings de instituições não financeiras,,RFB_estab,0.9,,,,6462000,Serviços Financeiros,Holdings & Conglomerados,Holding Financeira
09346601000125,"B3 S.A. - BRASIL, BOLSA, BALCÃO","K — ATIVIDADES FINANCEIRAS, SEGUROS E SERVIÇOS REL.",Divisão 66,Classe 6611,6611803,Bolsa de mercadorias e futuros,"5211702,6202300,6311900,6399200",RFB_estab,0.9,5211702 | 6202300 | 6311900 | 6399200,"Guarda-móveis | Desenvolvimento e licenciamento de programas de computador customizáveis | Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na Internet | Outras atividades de prestação de serviços de informação não especificadas anteriormente","5211702 — Guarda-móveis | 6202300 — Desenvolvimento e licenciamento de programas de computador customizáveis | 6311900 — Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na Internet | 6399200 — Outras atividades de prestação de serviços de informação não especificadas anteriormente",6611803,Serviços Financeiros,Meios de Pagamento & Infra,Serviços de Liquidação/Pagamentos
09347516000181,ELETROMIDIA S.A.,"M — ATIVIDADES PROFISSIONAIS, CIENTÍFICAS E TÉCNICAS",Divisão 73,Classe 7312,7312200,"Agenciamento de espaços para publicidade, exceto em veículos de comunicação","4752100,4753900,4757100,6463800,7020400,7112000,7311400,7739099,7740300,9512600",RFB_estab,0.9,4752100 | 4753900 | 4757100 | 6463800 | 7020400 | 7112000 | 7311400 | 7739099 | 7740300 | 9512600,"Comércio varejista especializado de equipamentos de telefonia e comunicação | Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo | Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação | Outras sociedades de participação, exceto holdings | Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica | Serviços de engenharia | Agências de publicidade | Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador | Gestão de ativos intangíveis não financeiros | Reparação e manutenção de equipamentos de comunicação","4752100 — Comércio varejista especializado de equipamentos de telefonia e comunicação | 4753900 — Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo | 4757100 — Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação | 6463800 — Outras sociedades de participação, exceto holdings | 7020400 — Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica | 7112000 — Serviços de engenharia | 7311400 — Agências de publicidade | 7739099 — Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador | 7740300 — Gestão de ativos intangíveis não financeiros | 9512600 — Reparação e manutenção de equipamentos de comunicação",7312200,Serviços Profissionais,Serviços Profissionais,Atividade Principal
